# Sample: EPI-2082_BCB_ITO_500nm_50K_3.31mW_1.15eV_
# Temperature: 50.1 K
# Power: 3.3800 mW
# Smoothing: Savitzky-Golay, window=37 pts, poly_order=3
# Columns: Energy(eV) | Raw_counts | DarkSub_norm | WL_corrected | Stitched | Stitched_smooth
Energy(eV)	Raw_counts	DarkSub_norm	WL_corrected	Stitched	Stitched_smooth
1.012161	1.497000e+03	3.760000e+02	2.750248e+02	2.750248e+02	2.291086e+02
1.012407	1.472000e+03	3.440000e+02	1.175040e+02	1.175040e+02	2.317285e+02
1.012653	1.430000e+03	3.260000e+02	1.451829e+02	1.451829e+02	2.208398e+02
1.012900	1.402000e+03	3.090000e+02	8.749199e+01	8.749199e+01	2.223424e+02
1.013146	1.509000e+03	3.750000e+02	2.511444e+02	2.511444e+02	2.175649e+02
1.013393	1.509000e+03	4.700000e+02	2.419374e+02	2.419374e+02	2.168815e+02
1.013640	1.460000e+03	3.560000e+02	2.042033e+02	2.042033e+02	2.120707e+02
1.013887	1.463000e+03	4.470000e+02	2.059860e+02	2.059860e+02	2.110455e+02
1.014133	1.486000e+03	4.350000e+02	3.725363e+02	3.725363e+02	2.052934e+02
1.014381	1.432000e+03	4.190000e+02	1.543943e+02	1.543943e+02	1.994044e+02
1.014628	1.435000e+03	3.730000e+02	2.242577e+02	2.242577e+02	1.843205e+02
1.014875	1.438000e+03	4.500000e+02	1.700897e+02	1.700897e+02	1.779731e+02
1.015123	1.398000e+03	3.200000e+02	1.555293e+02	1.555293e+02	1.809723e+02
1.015370	1.479000e+03	4.810000e+02	1.920616e+02	1.920616e+02	1.970828e+02
1.015618	1.409000e+03	3.850000e+02	2.604177e+02	2.604177e+02	1.960295e+02
1.015866	1.448000e+03	4.190000e+02	1.175169e+02	1.175169e+02	1.925502e+02
1.016114	1.427000e+03	3.160000e+02	1.765269e+02	1.765269e+02	1.872580e+02
1.016362	1.427000e+03	2.960000e+02	6.973965e+01	6.973965e+01	1.856154e+02
1.016610	1.411000e+03	3.550000e+02	2.387985e+02	2.387985e+02	1.868585e+02
1.016858	1.425000e+03	3.040000e+02	6.956138e+01	6.956138e+01	1.901313e+02
1.017106	1.528000e+03	4.320000e+02	4.104577e+02	4.104577e+02	1.807387e+02
1.017355	1.536000e+03	4.340000e+02	1.512743e+02	1.512743e+02	1.783795e+02
1.017604	1.448000e+03	3.570000e+02	2.185818e+02	2.185818e+02	1.594537e+02
1.017852	1.506000e+03	4.330000e+02	1.272707e+02	1.272707e+02	1.640632e+02
1.018101	1.502000e+03	3.270000e+02	1.603659e+02	1.603659e+02	1.615395e+02
1.018350	1.478000e+03	3.860000e+02	1.056519e+02	1.056519e+02	1.656307e+02
1.018600	1.460000e+03	2.990000e+02	1.344728e+02	1.344728e+02	1.617807e+02
1.018849	1.452000e+03	5.000000e+02	1.484669e+02	1.484669e+02	1.731024e+02
1.019098	1.514000e+03	4.500000e+02	3.657564e+02	3.657564e+02	1.732705e+02
1.019348	1.490000e+03	3.730000e+02	8.870506e+01	8.870506e+01	1.767270e+02
1.019597	1.498000e+03	3.890000e+02	2.182752e+02	2.182752e+02	1.768918e+02
1.019847	1.375000e+03	3.610000e+02	7.493909e+01	7.493909e+01	1.760073e+02
1.020097	1.393000e+03	2.980000e+02	1.102881e+02	1.102881e+02	1.716260e+02
1.020347	1.547000e+03	5.360000e+02	1.885573e+02	1.885573e+02	1.760310e+02
1.020597	1.425000e+03	3.690000e+02	1.943322e+02	1.943322e+02	1.693998e+02
1.020847	1.469000e+03	3.740000e+02	7.489023e+01	7.489023e+01	1.698192e+02
1.021098	1.482000e+03	3.580000e+02	1.883620e+02	1.883620e+02	1.623682e+02
1.021348	1.438000e+03	4.250000e+02	1.036466e+02	1.036466e+02	1.643222e+02
1.021599	1.462000e+03	4.280000e+02	2.636756e+02	2.636756e+02	1.543140e+02
1.021850	1.483000e+03	4.650000e+02	1.074532e+02	1.074532e+02	1.630971e+02
1.022100	1.527000e+03	4.590000e+02	4.677214e+02	4.677214e+02	1.580291e+02
1.022351	1.393000e+03	3.640000e+02	7.120156e+01	7.120156e+01	1.603495e+02
1.022602	1.446000e+03	3.790000e+02	2.464278e+02	2.464278e+02	1.565049e+02
1.022854	1.397000e+03	2.950000e+02	4.681200e+01	4.681200e+01	1.552276e+02
1.023105	1.459000e+03	3.770000e+02	2.397012e+02	2.397012e+02	1.500813e+02
1.023357	1.405000e+03	3.250000e+02	5.459021e+01	5.459021e+01	1.465599e+02
1.023608	1.403000e+03	2.600000e+02	1.095994e+02	1.095994e+02	1.383137e+02
1.023860	1.505000e+03	4.800000e+02	8.356880e+01	8.356880e+01	1.447054e+02
1.024112	1.407000e+03	2.670000e+02	9.711718e+01	9.711718e+01	1.363192e+02
1.024364	1.500000e+03	4.570000e+02	8.773446e+01	8.773446e+01	1.373500e+02
1.024616	1.449000e+03	3.610000e+02	2.082742e+02	2.082742e+02	1.292398e+02
1.024868	1.482000e+03	4.560000e+02	7.156173e+01	7.156173e+01	1.243073e+02
1.025120	1.483000e+03	4.070000e+02	2.006861e+02	2.006861e+02	1.196307e+02
1.025373	1.467000e+03	4.350000e+02	7.707199e+01	7.707199e+01	1.181011e+02
1.025625	1.440000e+03	3.760000e+02	1.398648e+02	1.398648e+02	1.105608e+02
1.025878	1.477000e+03	4.000000e+02	6.062648e+01	6.062648e+01	1.077866e+02
1.026131	1.463000e+03	4.230000e+02	1.733948e+02	1.733948e+02	1.004780e+02
1.026384	1.465000e+03	3.910000e+02	6.546361e+01	6.546361e+01	1.011466e+02
1.026637	1.470000e+03	4.330000e+02	1.726944e+02	1.726944e+02	9.410359e+01
1.026890	1.472000e+03	4.120000e+02	5.936920e+01	5.936920e+01	1.045305e+02
1.027144	1.449000e+03	3.420000e+02	1.099585e+02	1.099585e+02	9.781587e+01
1.027397	1.442000e+03	4.030000e+02	6.418953e+01	6.418953e+01	1.011711e+02
1.027651	1.417000e+03	2.940000e+02	8.309788e+01	8.309788e+01	9.395328e+01
1.027904	1.442000e+03	3.740000e+02	4.531106e+01	4.531106e+01	9.774310e+01
1.028158	1.490000e+03	4.070000e+02	1.664617e+02	1.664617e+02	9.324356e+01
1.028412	1.420000e+03	3.670000e+02	4.798322e+01	4.798322e+01	9.162900e+01
1.028666	1.481000e+03	4.010000e+02	1.498169e+02	1.498169e+02	8.689690e+01
1.028921	1.460000e+03	3.970000e+02	4.462063e+01	4.462063e+01	8.304481e+01
1.029175	1.416000e+03	3.650000e+02	1.172471e+02	1.172471e+02	7.842160e+01
1.029429	1.491000e+03	4.360000e+02	5.287087e+01	5.287087e+01	7.938591e+01
1.029684	1.400000e+03	3.960000e+02	1.193680e+02	1.193680e+02	7.490151e+01
1.029939	1.520000e+03	5.100000e+02	5.520643e+01	5.520643e+01	7.637636e+01
1.030193	1.398000e+03	3.100000e+02	7.018674e+01	7.018674e+01	7.209807e+01
1.030448	1.502000e+03	4.500000e+02	5.318193e+01	5.318193e+01	7.159713e+01
1.030704	1.388000e+03	3.400000e+02	7.177940e+01	7.177940e+01	6.660356e+01
1.030959	1.443000e+03	3.880000e+02	3.719341e+01	3.719341e+01	6.734989e+01
1.031214	1.496000e+03	3.790000e+02	7.473566e+01	7.473566e+01	6.362860e+01
1.031470	1.477000e+03	3.790000e+02	4.052007e+01	4.052007e+01	6.534101e+01
1.031725	1.447000e+03	4.520000e+02	1.020698e+02	1.020698e+02	6.119879e+01
1.031981	1.448000e+03	4.120000e+02	3.854448e+01	3.854448e+01	6.085550e+01
1.032237	1.551000e+03	4.600000e+02	1.059248e+02	1.059248e+02	5.718812e+01
1.032493	1.474000e+03	3.550000e+02	3.513603e+01	3.513603e+01	5.554175e+01
1.032749	1.386000e+03	3.050000e+02	5.621091e+01	5.621091e+01	5.116276e+01
1.033005	1.426000e+03	3.100000e+02	2.486704e+01	2.486704e+01	5.251295e+01
1.033262	1.471000e+03	3.580000e+02	6.590407e+01	6.590407e+01	4.890176e+01
1.033518	1.529000e+03	5.230000e+02	5.068178e+01	5.068178e+01	5.057621e+01
1.033775	1.432000e+03	3.210000e+02	5.237614e+01	5.237614e+01	4.792060e+01
1.034031	1.530000e+03	5.170000e+02	4.268007e+01	4.268007e+01	4.881017e+01
1.034288	1.460000e+03	3.100000e+02	4.525389e+01	4.525389e+01	4.701347e+01
1.034545	1.440000e+03	3.950000e+02	3.227654e+01	3.227654e+01	4.798006e+01
1.034802	1.468000e+03	3.880000e+02	5.831286e+01	5.831286e+01	4.583064e+01
1.035060	1.455000e+03	4.050000e+02	2.903433e+01	2.903433e+01	4.505253e+01
1.035317	1.528000e+03	4.170000e+02	5.983820e+01	5.983820e+01	4.327900e+01
1.035575	1.502000e+03	4.690000e+02	3.778185e+01	3.778185e+01	4.285146e+01
1.035832	1.472000e+03	3.650000e+02	4.570139e+01	4.570139e+01	4.028032e+01
1.036090	1.470000e+03	3.690000e+02	2.476924e+01	2.476924e+01	3.987013e+01
1.036348	1.501000e+03	4.670000e+02	6.341681e+01	6.341681e+01	3.741814e+01
1.036606	1.418000e+03	2.930000e+02	2.051748e+01	2.051748e+01	3.860917e+01
1.036864	1.499000e+03	4.540000e+02	5.673359e+01	5.673359e+01	3.703037e+01
1.037122	1.502000e+03	3.830000e+02	2.365706e+01	2.365706e+01	3.838120e+01
1.037381	1.456000e+03	4.090000e+02	4.735113e+01	4.735113e+01	3.688244e+01
1.037639	1.548000e+03	5.080000e+02	3.556495e+01	3.556495e+01	3.657610e+01
1.037898	1.436000e+03	4.190000e+02	4.832663e+01	4.832663e+01	3.453112e+01
1.038157	1.524000e+03	4.710000e+02	2.709520e+01	2.709520e+01	3.458685e+01
1.038416	1.452000e+03	3.310000e+02	3.365472e+01	3.365472e+01	3.413157e+01
1.038675	1.470000e+03	3.400000e+02	2.001915e+01	2.001915e+01	3.380405e+01
1.038934	1.386000e+03	2.540000e+02	2.307251e+01	2.307251e+01	3.276378e+01
1.039193	1.488000e+03	4.720000e+02	2.493428e+01	2.493428e+01	3.196733e+01
1.039453	1.529000e+03	4.630000e+02	4.470372e+01	4.470372e+01	3.055962e+01
1.039712	1.544000e+03	4.760000e+02	2.763133e+01	2.763133e+01	3.057700e+01
1.039972	1.516000e+03	3.960000e+02	3.565820e+01	3.565820e+01	2.891452e+01
1.040232	1.439000e+03	4.340000e+02	2.161163e+01	2.161163e+01	2.897832e+01
1.040492	1.465000e+03	4.610000e+02	3.883911e+01	3.883911e+01	2.786173e+01
1.040752	1.517000e+03	4.370000e+02	2.340270e+01	2.340270e+01	2.742315e+01
1.041012	1.534000e+03	4.830000e+02	4.054600e+01	4.054600e+01	2.610688e+01
1.041273	1.449000e+03	3.680000e+02	1.707523e+01	1.707523e+01	2.673312e+01
1.041533	1.409000e+03	3.350000e+02	2.435422e+01	2.435422e+01	2.511977e+01
1.041794	1.513000e+03	4.730000e+02	2.472976e+01	2.472976e+01	2.565778e+01
1.042054	1.431000e+03	4.040000e+02	2.992567e+01	2.992567e+01	2.459753e+01
1.042315	1.518000e+03	4.660000e+02	2.087579e+01	2.087579e+01	2.463734e+01
1.042576	1.487000e+03	4.160000e+02	3.037329e+01	3.037329e+01	2.425092e+01
1.042837	1.502000e+03	4.230000e+02	1.924088e+01	1.924088e+01	2.468983e+01
1.043099	1.412000e+03	2.760000e+02	1.833506e+01	1.833506e+01	2.387282e+01
1.043360	1.490000e+03	4.240000e+02	1.706153e+01	1.706153e+01	2.384128e+01
1.043622	1.487000e+03	3.820000e+02	2.536159e+01	2.536159e+01	2.300544e+01
1.043883	1.525000e+03	5.170000e+02	2.253832e+01	2.253832e+01	2.227144e+01
1.044145	1.543000e+03	3.680000e+02	2.382678e+01	2.382678e+01	2.150896e+01
1.044407	1.512000e+03	4.030000e+02	1.514999e+01	1.514999e+01	2.163744e+01
1.044669	1.532000e+03	4.460000e+02	2.793461e+01	2.793461e+01	2.107277e+01
1.044931	1.461000e+03	4.500000e+02	1.799863e+01	1.799863e+01	2.110725e+01
1.045194	1.579000e+03	4.660000e+02	2.820032e+01	2.820032e+01	2.030031e+01
1.045456	1.538000e+03	5.720000e+02	2.159163e+01	2.159163e+01	2.033740e+01
1.045719	1.483000e+03	3.880000e+02	2.199052e+01	2.199052e+01	1.969807e+01
1.045981	1.460000e+03	3.840000e+02	1.436090e+01	1.436090e+01	2.025303e+01
1.046244	1.530000e+03	4.990000e+02	2.862745e+01	2.862745e+01	1.966105e+01
1.046507	1.442000e+03	3.960000e+02	1.333080e+01	1.333080e+01	1.950430e+01
1.046770	1.493000e+03	3.920000e+02	2.052347e+01	2.052347e+01	1.903662e+01
1.047034	1.525000e+03	4.890000e+02	1.779558e+01	1.779558e+01	1.910675e+01
1.047297	1.419000e+03	3.690000e+02	1.875678e+01	1.875678e+01	1.846671e+01
1.047560	1.511000e+03	4.230000e+02	1.340342e+01	1.340342e+01	1.856081e+01
1.047824	1.496000e+03	4.890000e+02	2.526477e+01	2.526477e+01	1.811207e+01
1.048088	1.520000e+03	3.910000e+02	1.291635e+01	1.291635e+01	1.781419e+01
1.048352	1.466000e+03	3.650000e+02	1.762339e+01	1.762339e+01	1.744167e+01
1.048616	1.555000e+03	5.190000e+02	1.583429e+01	1.583429e+01	1.736482e+01
1.048880	1.461000e+03	3.700000e+02	1.668444e+01	1.668444e+01	1.708817e+01
1.049144	1.582000e+03	4.940000e+02	1.597808e+01	1.597808e+01	1.701749e+01
1.049409	1.529000e+03	4.110000e+02	1.820547e+01	1.820547e+01	1.629576e+01
1.049673	1.462000e+03	4.320000e+02	1.231434e+01	1.231434e+01	1.636062e+01
1.049938	1.511000e+03	4.430000e+02	1.930282e+01	1.930282e+01	1.587129e+01
1.050203	1.535000e+03	5.650000e+02	1.744503e+01	1.744503e+01	1.585389e+01
1.050468	1.555000e+03	4.950000e+02	2.092540e+01	2.092540e+01	1.571240e+01
1.050733	1.476000e+03	3.880000e+02	1.050980e+01	1.050980e+01	1.555575e+01
1.050998	1.503000e+03	3.930000e+02	1.569147e+01	1.569147e+01	1.530928e+01
1.051264	1.445000e+03	3.810000e+02	1.075447e+01	1.075447e+01	1.556962e+01
1.051529	1.462000e+03	4.740000e+02	1.883636e+01	1.883636e+01	1.509458e+01
1.051795	1.579000e+03	4.590000e+02	1.195168e+01	1.195168e+01	1.504750e+01
1.052061	1.524000e+03	5.380000e+02	2.147958e+01	2.147958e+01	1.465984e+01
1.052326	1.560000e+03	5.320000e+02	1.459425e+01	1.459425e+01	1.452552e+01
1.052593	1.430000e+03	4.700000e+02	1.787330e+01	1.787330e+01	1.410561e+01
1.052859	1.615000e+03	5.100000e+02	1.251212e+01	1.251212e+01	1.425488e+01
1.053125	1.436000e+03	3.210000e+02	1.119852e+01	1.119852e+01	1.380784e+01
1.053391	1.517000e+03	4.450000e+02	1.125208e+01	1.125208e+01	1.376905e+01
1.053658	1.454000e+03	3.900000e+02	1.357666e+01	1.357666e+01	1.342427e+01
1.053925	1.592000e+03	4.320000e+02	9.806248e+00	9.806248e+00	1.332984e+01
1.054192	1.566000e+03	4.880000e+02	1.668470e+01	1.668470e+01	1.314095e+01
1.054459	1.556000e+03	4.400000e+02	1.043555e+01	1.043555e+01	1.309765e+01
1.054726	1.498000e+03	4.440000e+02	1.466426e+01	1.466426e+01	1.276687e+01
1.054993	1.637000e+03	6.440000e+02	1.453986e+01	1.453986e+01	1.272798e+01
1.055260	1.518000e+03	4.030000e+02	1.260528e+01	1.260528e+01	1.262802e+01
1.055528	1.602000e+03	6.060000e+02	1.426947e+01	1.426947e+01	1.278414e+01
1.055796	1.455000e+03	2.790000e+02	8.292890e+00	8.292890e+00	1.228126e+01
1.056063	1.498000e+03	4.800000e+02	1.001054e+01	1.001054e+01	1.223599e+01
1.056331	1.533000e+03	4.450000e+02	1.340273e+01	1.340273e+01	1.188173e+01
1.056599	1.508000e+03	4.450000e+02	9.658574e+00	9.658574e+00	1.190503e+01
1.056868	1.578000e+03	5.280000e+02	1.590901e+01	1.590901e+01	1.170792e+01
1.057136	1.557000e+03	5.660000e+02	1.131806e+01	1.131806e+01	1.181270e+01
1.057405	1.531000e+03	4.440000e+02	1.269446e+01	1.269446e+01	1.169258e+01
1.057673	1.573000e+03	5.370000e+02	1.122816e+01	1.122816e+01	1.178501e+01
1.057942	1.512000e+03	5.070000e+02	1.446954e+01	1.446954e+01	1.149580e+01
1.058211	1.514000e+03	4.690000e+02	8.788462e+00	8.788462e+00	1.139642e+01
1.058480	1.604000e+03	5.300000e+02	1.464541e+01	1.464541e+01	1.105752e+01
1.058749	1.523000e+03	4.850000e+02	9.506181e+00	9.506181e+00	1.108709e+01
1.059018	1.499000e+03	4.140000e+02	1.086956e+01	1.086956e+01	1.078772e+01
1.059288	1.547000e+03	5.370000e+02	9.577114e+00	9.577114e+00	1.087554e+01
1.059557	1.556000e+03	4.020000e+02	1.033085e+01	1.033085e+01	1.058616e+01
1.059827	1.532000e+03	5.350000e+02	1.001210e+01	1.001210e+01	1.061031e+01
1.060097	1.540000e+03	4.120000e+02	1.031297e+01	1.031297e+01	1.062350e+01
1.060367	1.507000e+03	4.940000e+02	8.274279e+00	8.274279e+00	1.056196e+01
1.060637	1.591000e+03	5.830000e+02	1.457145e+01	1.457145e+01	1.054994e+01
1.060907	1.516000e+03	4.800000e+02	8.372603e+00	8.372603e+00	1.026658e+01
1.061178	1.541000e+03	4.370000e+02	1.040630e+01	1.040630e+01	9.951112e+00
1.061448	1.588000e+03	5.730000e+02	9.184848e+00	9.184848e+00	9.839247e+00
1.061719	1.447000e+03	3.340000e+02	7.557245e+00	7.557245e+00	9.554344e+00
1.061990	1.590000e+03	6.050000e+02	1.009446e+01	1.009446e+01	9.620993e+00
1.062261	1.549000e+03	4.410000e+02	9.963250e+00	9.963250e+00	9.477485e+00
1.062532	1.577000e+03	5.670000e+02	8.675648e+00	8.675648e+00	9.480424e+00
1.062803	1.606000e+03	6.070000e+02	1.364700e+01	1.364700e+01	9.369450e+00
1.063074	1.555000e+03	4.850000e+02	7.615155e+00	7.615155e+00	9.429516e+00
1.063346	1.645000e+03	6.040000e+02	1.329990e+01	1.329990e+01	9.144630e+00
1.063618	1.550000e+03	4.530000e+02	6.508622e+00	6.508622e+00	9.263089e+00
1.063889	1.550000e+03	4.850000e+02	1.019035e+01	1.019035e+01	9.044016e+00
1.064161	1.587000e+03	5.040000e+02	7.535710e+00	7.535710e+00	9.130188e+00
1.064433	1.580000e+03	5.170000e+02	1.076600e+01	1.076600e+01	9.026085e+00
1.064706	1.614000e+03	5.240000e+02	7.244914e+00	7.244914e+00	9.005307e+00
1.064978	1.546000e+03	3.830000e+02	7.542508e+00	7.542508e+00	8.857115e+00
1.065250	1.619000e+03	5.240000e+02	7.442909e+00	7.442909e+00	8.782504e+00
1.065523	1.520000e+03	4.170000e+02	8.000132e+00	8.000132e+00	8.650397e+00
1.065796	1.646000e+03	6.360000e+02	8.414943e+00	8.414943e+00	8.783492e+00
1.066069	1.627000e+03	5.490000e+02	1.041654e+01	1.041654e+01	8.731779e+00
1.066342	1.691000e+03	6.650000e+02	9.093422e+00	9.093422e+00	8.728060e+00
1.066615	1.583000e+03	5.290000e+02	9.787658e+00	9.787658e+00	8.549002e+00
1.066888	1.648000e+03	6.240000e+02	7.790724e+00	7.790724e+00	8.402568e+00
1.067162	1.578000e+03	4.990000e+02	8.933626e+00	8.933626e+00	8.248914e+00
1.067435	1.664000e+03	5.300000e+02	6.777415e+00	6.777415e+00	8.258466e+00
1.067709	1.586000e+03	4.700000e+02	8.118311e+00	8.118311e+00	8.170528e+00
1.067983	1.647000e+03	6.370000e+02	7.581398e+00	7.581398e+00	8.301553e+00
1.068257	1.653000e+03	6.320000e+02	1.090399e+01	1.090399e+01	8.167617e+00
1.068531	1.710000e+03	5.980000e+02	7.410806e+00	7.410806e+00	8.324557e+00
1.068805	1.709000e+03	6.750000e+02	1.132148e+01	1.132148e+01	8.135650e+00
1.069080	1.582000e+03	4.680000e+02	5.157244e+00	5.157244e+00	8.123798e+00
1.069355	1.605000e+03	5.090000e+02	8.135079e+00	8.135079e+00	7.986306e+00
1.069629	1.660000e+03	5.680000e+02	6.602241e+00	6.602241e+00	8.027256e+00
1.069904	1.592000e+03	6.010000e+02	9.446590e+00	9.446590e+00	7.853961e+00
1.070179	1.719000e+03	7.710000e+02	8.210979e+00	8.210979e+00	7.792050e+00
1.070454	1.637000e+03	4.880000e+02	7.361794e+00	7.361794e+00	7.639091e+00
1.070730	1.709000e+03	6.710000e+02	7.427280e+00	7.427280e+00	7.552328e+00
1.071005	1.545000e+03	4.110000e+02	5.942456e+00	5.942456e+00	7.457211e+00
1.071281	1.635000e+03	6.330000e+02	6.314694e+00	6.314694e+00	7.463904e+00
1.071556	1.687000e+03	6.650000e+02	9.555562e+00	9.555562e+00	7.438461e+00
1.071832	1.723000e+03	6.710000e+02	7.001538e+00	7.001538e+00	7.448617e+00
1.072108	1.676000e+03	7.030000e+02	9.743733e+00	9.743733e+00	7.327363e+00
1.072384	1.703000e+03	6.100000e+02	5.813223e+00	5.813223e+00	7.270921e+00
1.072661	1.607000e+03	5.000000e+02	6.549768e+00	6.549768e+00	7.111905e+00
1.072937	1.730000e+03	6.420000e+02	6.401951e+00	6.401951e+00	7.106350e+00
1.073214	1.607000e+03	5.600000e+02	7.143529e+00	7.143529e+00	6.950540e+00
1.073490	1.756000e+03	6.380000e+02	5.880773e+00	5.880773e+00	7.077673e+00
1.073767	1.749000e+03	6.220000e+02	7.778028e+00	7.778028e+00	6.950515e+00
1.074044	1.738000e+03	7.390000e+02	7.066539e+00	7.066539e+00	7.058518e+00
1.074321	1.690000e+03	6.200000e+02	7.589079e+00	7.589079e+00	6.915298e+00
1.074599	1.778000e+03	7.450000e+02	6.558729e+00	6.558729e+00	6.866540e+00
1.074876	1.768000e+03	7.140000e+02	8.543308e+00	8.543308e+00	6.752763e+00
1.075154	1.704000e+03	6.470000e+02	5.820962e+00	5.820962e+00	6.810362e+00
1.075431	1.684000e+03	6.540000e+02	7.580537e+00	7.580537e+00	6.809212e+00
1.075709	1.767000e+03	7.620000e+02	6.265934e+00	6.265934e+00	6.814648e+00
1.075987	1.672000e+03	5.950000e+02	6.667622e+00	6.667622e+00	6.773622e+00
1.076265	1.789000e+03	7.390000e+02	6.315665e+00	6.315665e+00	6.679415e+00
1.076544	1.675000e+03	5.460000e+02	5.977043e+00	5.977043e+00	6.582511e+00
1.076822	1.767000e+03	7.420000e+02	5.902158e+00	5.902158e+00	6.617412e+00
1.077101	1.721000e+03	6.770000e+02	7.282614e+00	7.282614e+00	6.526473e+00
1.077379	1.823000e+03	8.550000e+02	7.044113e+00	7.044113e+00	6.615029e+00
1.077658	1.806000e+03	7.130000e+02	7.529708e+00	7.529708e+00	6.512866e+00
1.077937	1.808000e+03	6.360000e+02	4.823386e+00	4.823386e+00	6.471879e+00
1.078216	1.756000e+03	7.670000e+02	7.879616e+00	7.879616e+00	6.420914e+00
1.078496	1.718000e+03	5.800000e+02	4.516695e+00	4.516695e+00	6.419918e+00
1.078775	1.833000e+03	7.470000e+02	7.514186e+00	7.514186e+00	6.316438e+00
1.079055	1.917000e+03	8.500000e+02	6.213073e+00	6.213073e+00	6.376427e+00
1.079335	1.702000e+03	6.510000e+02	6.363623e+00	6.363623e+00	6.344607e+00
1.079614	1.909000e+03	9.060000e+02	6.827744e+00	6.827744e+00	6.382229e+00
1.079894	1.798000e+03	7.330000e+02	6.983280e+00	6.983280e+00	6.354380e+00
1.080175	1.897000e+03	8.330000e+02	5.753726e+00	5.753726e+00	6.384362e+00
1.080455	1.780000e+03	6.760000e+02	6.250998e+00	6.250998e+00	6.332778e+00
1.080735	1.829000e+03	7.340000e+02	5.209645e+00	5.209645e+00	6.335519e+00
1.081016	1.776000e+03	7.050000e+02	6.316613e+00	6.316613e+00	6.275709e+00
1.081297	1.943000e+03	9.030000e+02	5.964589e+00	5.964589e+00	6.244975e+00
1.081578	1.799000e+03	6.900000e+02	6.047120e+00	6.047120e+00	6.187317e+00
1.081859	1.969000e+03	9.040000e+02	6.230510e+00	6.230510e+00	6.150157e+00
1.082140	1.837000e+03	8.400000e+02	7.227623e+00	7.227623e+00	6.057881e+00
1.082421	1.967000e+03	9.470000e+02	6.040624e+00	6.040624e+00	6.106087e+00
1.082703	1.909000e+03	8.510000e+02	7.126878e+00	7.126878e+00	6.084359e+00
1.082984	1.940000e+03	9.490000e+02	6.297718e+00	6.297718e+00	6.147033e+00
1.083266	1.820000e+03	7.740000e+02	6.297894e+00	6.297894e+00	6.097218e+00
1.083548	1.960000e+03	9.320000e+02	5.723705e+00	5.723705e+00	6.160173e+00
1.083830	1.879000e+03	8.600000e+02	6.911406e+00	6.911406e+00	6.048657e+00
1.084112	1.903000e+03	7.410000e+02	4.676074e+00	4.676074e+00	6.103557e+00
1.084395	1.878000e+03	7.930000e+02	6.190804e+00	6.190804e+00	6.069567e+00
1.084677	1.986000e+03	8.480000e+02	5.025191e+00	5.025191e+00	6.066612e+00
1.084960	1.869000e+03	7.170000e+02	5.484323e+00	5.484323e+00	6.102026e+00
1.085243	2.093000e+03	1.016000e+03	6.247445e+00	6.247445e+00	6.156721e+00
1.085526	1.939000e+03	7.550000e+02	5.677245e+00	5.677245e+00	6.102274e+00
1.085809	2.150000e+03	1.068000e+03	6.116250e+00	6.116250e+00	6.119807e+00
1.086092	2.026000e+03	8.870000e+02	6.540335e+00	6.540335e+00	6.067766e+00
1.086375	2.066000e+03	1.075000e+03	6.340335e+00	6.340335e+00	6.064535e+00
1.086659	2.069000e+03	9.400000e+02	6.805070e+00	6.805070e+00	6.050113e+00
1.086943	2.121000e+03	1.093000e+03	5.972373e+00	5.972373e+00	6.032632e+00
